customer_id,city,age_group,segment,signup_date
C06645,Dhaka,18-24,Regular,2025-01-11
C06646,Sylhet,35-44,Occasional,2025-03-26
C06647,Dhaka,25-34,High Value,2024-11-27
C06648,Dhaka,18-24,Regular,2025-07-09
C06649,Dhaka,25-34,Regular,2024-04-19
C06650,Khulna,18-24,Regular,2024-04-21
C06651,Khulna,25-34,High Value,2025-04-15
C06652,Rajshahi,45-54,Regular,2024-03-22
C06653,Dhaka,35-44,Occasional,2024-11-27
C06654,Dhaka,35-44,Regular,2024-07-09
C06655,Khulna,18-24,Regular,2024-02-16
C06656,Dhaka,25-34,Occasional,2025-01-07
C06657,Rajshahi,25-34,High Value,2025-05-21
C06658,Dhaka,25-34,High Value,2025-02-10
C06659,Dhaka,25-34,Regular,2025-05-14
C06660,Sylhet,25-34,Regular,2024-11-03
C06661,Dhaka,55+,Regular,2024-06-15
C06662,Dhaka,25-34,Occasional,2025-09-20
C06663,Dhaka,25-34,Occasional,2024-12-09
C06664,Dhaka,18-24,Occasional,2025-02-12
C06665,Dhaka,45-54,Regular,2025-08-08
C06666,Dhaka,25-34,Occasional,2025-04-13
C06667,Dhaka,45-54,Occasional,2024-09-22
C06668,Chittagong,25-34,Occasional,2024-11-04
C06669,Dhaka,25-34,Occasional,2025-05-21
C06670,Dhaka,25-34,Occasional,2024-09-10
C06671,Dhaka,25-34,Occasional,2025-02-18
C06672,Dhaka,18-24,Regular,2024-05-10
C06673,Dhaka,45-54,Regular,2024-05-15
C06674,Chittagong,18-24,Regular,2024-04-15
C06675,Chittagong,18-24,Regular,2025-08-21
C06676,Dhaka,25-34,Occasional,2025-06-04
C06677,Dhaka,25-34,Occasional,2025-10-18
C06678,Dhaka,45-54,Regular,2024-08-14
C06679,Dhaka,25-34,Regular,2025-09-03
C06680,Dhaka,25-34,High Value,2024-02-10
C06681,Sylhet,35-44,Regular,2025-03-21
C06682,Khulna,35-44,Regular,2024-06-17
C06683,Khulna,35-44,Regular,2024-07-07
C06684,Dhaka,55+,Regular,2025-05-19
C06685,Dhaka,35-44,Regular,2024-09-18
C06686,Dhaka,25-34,Occasional,2024-01-11
C06687,Dhaka,25-34,Regular,2024-01-25
C06688,Dhaka,18-24,Occasional,2024-12-10
C06689,Dhaka,35-44,Regular,2025-09-08
C06690,Dhaka,25-34,High Value,2025-01-23
C06691,Dhaka,18-24,Occasional,2025-09-18
C06692,Chittagong,25-34,High Value,2024-07-24
C06693,Dhaka,25-34,High Value,2024-01-25
C06694,Dhaka,18-24,Regular,2024-06-11
C06695,Dhaka,45-54,Occasional,2024-05-09
C06696,Sylhet,25-34,Regular,2025-06-17
C06697,Dhaka,25-34,High Value,2024-08-02
C06698,Dhaka,35-44,Regular,2024-06-25
C06699,Dhaka,25-34,Occasional,2025-03-02
C06700,Dhaka,18-24,High Value,2025-01-04
C06701,Dhaka,25-34,Regular,2025-03-28
C06702,Dhaka,35-44,Regular,2024-02-05
C06703,Dhaka,25-34,Regular,2025-03-20
C06704,Dhaka,25-34,High Value,2025-07-05
C06705,Sylhet,35-44,Regular,2024-09-15
C06706,Dhaka,35-44,Regular,2025-05-10
C06707,Sylhet,55+,Regular,2024-10-10
C06708,Dhaka,35-44,Regular,2024-07-04
C06709,Dhaka,18-24,Regular,2024-01-22
C06710,Dhaka,45-54,Occasional,2025-02-13
C06711,Dhaka,55+,Regular,2024-02-12
C06712,Dhaka,25-34,Regular,2024-05-10
C06713,Dhaka,18-24,Regular,2024-12-12
C06714,Dhaka,25-34,High Value,2025-03-26
C06715,Dhaka,25-34,Regular,2024-05-28
C06716,Chittagong,35-44,Occasional,2025-04-29
C06717,Sylhet,25-34,Occasional,2025-09-07
C06718,Dhaka,25-34,Regular,2024-04-04
C06719,Dhaka,45-54,Occasional,2025-04-30
C06720,Sylhet,25-34,Occasional,2025-09-18
C06721,Dhaka,35-44,High Value,2024-07-12
C06722,Khulna,25-34,High Value,2024-03-29
C06723,Dhaka,35-44,Regular,2024-03-31
C06724,Chittagong,25-34,Occasional,2024-10-09
C06725,Khulna,25-34,Occasional,2024-02-27
C06726,Rajshahi,25-34,Regular,2025-07-29
C06727,Sylhet,35-44,Regular,2024-03-12
C06728,Rajshahi,25-34,Regular,2024-11-08
C06729,Dhaka,45-54,High Value,2025-05-23
C06730,Dhaka,35-44,Regular,2024-01-04
C06731,Dhaka,18-24,High Value,2025-09-09
C06732,Dhaka,45-54,Regular,2024-03-10
C06733,Dhaka,18-24,High Value,2024-01-29
C06734,Chittagong,25-34,Regular,2025-02-17
C06735,Dhaka,45-54,Occasional,2025-05-05
C06736,Dhaka,18-24,Occasional,2024-07-08
C06737,Dhaka,25-34,Regular,2025-10-13
C06738,Dhaka,18-24,Occasional,2024-02-19
C06739,Sylhet,45-54,Regular,2024-09-03
C06740,Dhaka,25-34,Occasional,2024-02-14
C06741,Sylhet,25-34,Occasional,2024-04-25
C06742,Dhaka,25-34,Regular,2024-08-05
C06743,Chittagong,18-24,Occasional,2025-05-28
C06744,Sylhet,35-44,Occasional,2024-07-15
C06745,Dhaka,35-44,Regular,2025-05-26
C06746,Dhaka,18-24,Regular,2025-08-07
C06747,Dhaka,45-54,Regular,2024-02-18
C06748,Rajshahi,45-54,Occasional,2024-04-08
C06749,Chittagong,25-34,Regular,2025-02-01
C06750,Dhaka,25-34,Occasional,2025-04-09
C06751,Dhaka,35-44,High Value,2025-04-21
C06752,Dhaka,25-34,Regular,2024-10-30
C06753,Dhaka,35-44,Regular,2024-08-10
C06754,Dhaka,35-44,High Value,2024-06-30
C06755,Dhaka,35-44,Occasional,2025-03-26
C06756,Dhaka,18-24,Regular,2024-09-08
C06757,Dhaka,18-24,Regular,2024-06-14
C06758,Khulna,25-34,Regular,2024-06-22
C06759,Dhaka,25-34,Regular,2025-09-05
C06760,Dhaka,25-34,Regular,2025-01-20
C06761,Sylhet,18-24,Regular,2025-01-10
C06762,Dhaka,25-34,Regular,2024-09-06
C06763,Dhaka,18-24,Occasional,2025-09-13
C06764,Dhaka,18-24,Occasional,2024-03-23
C06765,Dhaka,35-44,Regular,2024-08-04
C06766,Dhaka,35-44,Regular,2024-07-05
C06767,Chittagong,25-34,Occasional,2025-05-23
C06768,Sylhet,25-34,Occasional,2024-12-01
C06769,Dhaka,18-24,Regular,2024-11-27
C06770,Dhaka,35-44,Occasional,2024-10-08
C06771,Dhaka,35-44,Regular,2025-06-29
C06772,Sylhet,18-24,Occasional,2024-01-04
C06773,Dhaka,18-24,High Value,2025-08-03
C06774,Dhaka,25-34,Occasional,2025-03-20
C06775,Dhaka,18-24,Regular,2025-04-26
C06776,Dhaka,25-34,Occasional,2025-09-03
C06777,Dhaka,25-34,Occasional,2025-01-10
C06778,Dhaka,18-24,Regular,2024-07-26
C06779,Dhaka,25-34,Regular,2024-02-08
C06780,Dhaka,35-44,Regular,2025-04-15
C06781,Dhaka,18-24,High Value,2025-05-08
C06782,Dhaka,35-44,Occasional,2024-01-28
C06783,Chittagong,45-54,Occasional,2025-05-09
C06784,Chittagong,18-24,Regular,2025-01-14
C06785,Rajshahi,25-34,Occasional,2025-01-31
C06786,Khulna,35-44,Regular,2024-02-11
C06787,Chittagong,18-24,Regular,2024-04-05
C06788,Chittagong,18-24,Regular,2025-03-28
C06789,Dhaka,25-34,Occasional,2025-08-27
C06790,Dhaka,18-24,Regular,2024-03-04
C06791,Dhaka,25-34,High Value,2024-09-25
C06792,Chittagong,35-44,Occasional,2025-02-07
C06793,Khulna,45-54,Regular,2024-04-05
C06794,Chittagong,35-44,High Value,2024-07-21
C06795,Dhaka,18-24,Occasional,2025-05-21
C06796,Dhaka,18-24,Regular,2025-05-20
C06797,Chittagong,35-44,Occasional,2024-05-19
C06798,Dhaka,45-54,Regular,2025-07-15
C06799,Dhaka,18-24,Regular,2024-12-07
C06800,Rajshahi,18-24,Regular,2024-10-14
C06801,Dhaka,25-34,Regular,2025-04-23
C06802,Dhaka,55+,Regular,2025-05-29
C06803,Dhaka,25-34,Occasional,2025-10-19
C06804,Dhaka,35-44,Occasional,2025-05-12
C06805,Dhaka,35-44,Regular,2024-10-09
C06806,Sylhet,25-34,Regular,2025-01-16
C06807,Sylhet,35-44,Regular,2024-06-22
C06808,Chittagong,18-24,Regular,2024-06-12
C06809,Dhaka,18-24,Occasional,2025-02-08
C06810,Dhaka,55+,Occasional,2025-09-01
C06811,Dhaka,18-24,Regular,2024-07-04
C06812,Dhaka,45-54,Regular,2024-02-27
C06813,Dhaka,18-24,Regular,2025-01-04
C06814,Dhaka,35-44,Regular,2024-02-04
C06815,Dhaka,55+,Occasional,2024-08-04
C06816,Sylhet,35-44,Occasional,2025-07-06
C06817,Dhaka,18-24,Occasional,2025-10-01
C06818,Dhaka,35-44,Regular,2024-01-26
C06819,Chittagong,25-34,Occasional,2024-09-06
C06820,Sylhet,25-34,Occasional,2025-08-19
C06821,Chittagong,25-34,Occasional,2025-03-30
C06822,Dhaka,25-34,Occasional,2025-02-13
C06823,Dhaka,25-34,Regular,2025-02-07
C06824,Dhaka,18-24,Regular,2024-03-27
C06825,Khulna,25-34,Regular,2024-04-19
C06826,Dhaka,18-24,Regular,2025-09-20
C06827,Dhaka,25-34,Regular,2025-04-30
C06828,Rajshahi,35-44,Regular,2024-08-22
C06829,Dhaka,25-34,Occasional,2025-08-23
C06830,Dhaka,18-24,Regular,2025-05-10
C06831,Chittagong,45-54,Regular,2025-09-16
C06832,Dhaka,18-24,Regular,2024-06-11
C06833,Chittagong,25-34,Regular,2024-11-03
C06834,Sylhet,25-34,Regular,2024-01-25
C06835,Dhaka,55+,Regular,2024-01-13
C06836,Dhaka,25-34,Occasional,2025-05-19
C06837,Dhaka,35-44,Regular,2024-07-23
C06838,Dhaka,18-24,High Value,2025-02-01
C06839,Dhaka,18-24,Occasional,2025-05-21
C06840,Dhaka,25-34,Occasional,2025-09-18
C06841,Chittagong,25-34,Regular,2025-01-17
C06842,Khulna,35-44,Regular,2024-09-21
C06843,Chittagong,18-24,Occasional,2024-02-24
C06844,Dhaka,25-34,Occasional,2024-09-06
C06845,Sylhet,18-24,High Value,2025-07-31
C06846,Chittagong,25-34,Occasional,2024-11-19
C06847,Dhaka,25-34,Occasional,2025-05-29
C06848,Dhaka,45-54,High Value,2024-03-11
C06849,Chittagong,18-24,Occasional,2024-11-30
C06850,Khulna,55+,Regular,2025-04-03
C06851,Chittagong,18-24,Regular,2024-07-09
C06852,Chittagong,35-44,Occasional,2024-07-17
C06853,Dhaka,25-34,Occasional,2024-02-29
C06854,Dhaka,45-54,Regular,2025-01-12
C06855,Chittagong,18-24,Occasional,2024-03-16
C06856,Dhaka,35-44,Regular,2024-01-12
C06857,Rajshahi,25-34,Regular,2024-02-05
C06858,Sylhet,25-34,Regular,2025-10-05
C06859,Khulna,25-34,Regular,2024-08-19
C06860,Dhaka,25-34,Regular,2024-04-24
C06861,Chittagong,25-34,Regular,2025-08-19
C06862,Dhaka,18-24,Regular,2025-05-28
C06863,Dhaka,45-54,Occasional,2024-10-25
C06864,Khulna,25-34,High Value,2024-04-02
C06865,Sylhet,55+,Occasional,2025-08-04
C06866,Chittagong,25-34,Occasional,2025-09-23
C06867,Dhaka,35-44,Occasional,2024-08-31
C06868,Chittagong,18-24,High Value,2025-02-21
C06869,Dhaka,35-44,Regular,2025-10-22
C06870,Sylhet,45-54,Regular,2025-08-03
C06871,Dhaka,25-34,Regular,2025-06-30
C06872,Khulna,35-44,Occasional,2025-02-22
C06873,Sylhet,25-34,Occasional,2024-08-16
C06874,Dhaka,25-34,Occasional,2024-02-13
C06875,Chittagong,45-54,Occasional,2024-10-14
C06876,Chittagong,25-34,Occasional,2025-09-11
C06877,Dhaka,35-44,High Value,2024-02-07
C06878,Dhaka,25-34,Regular,2024-09-02
C06879,Dhaka,18-24,High Value,2024-01-19
C06880,Rajshahi,35-44,Regular,2024-03-01
C06881,Dhaka,35-44,High Value,2025-02-22
C06882,Chittagong,18-24,Occasional,2024-02-26
C06883,Chittagong,18-24,Regular,2024-12-02
C06884,Dhaka,18-24,High Value,2024-02-08
C06885,Rajshahi,18-24,Occasional,2024-08-15
C06886,Dhaka,25-34,Regular,2025-04-29
C06887,Dhaka,18-24,Occasional,2025-07-22
C06888,Sylhet,25-34,Regular,2024-10-07
C06889,Dhaka,45-54,Regular,2025-03-27
C06890,Sylhet,25-34,Regular,2024-04-14
C06891,Dhaka,18-24,Regular,2024-05-29
C06892,Chittagong,25-34,High Value,2025-07-27
C06893,Khulna,18-24,Occasional,2025-06-02
C06894,Chittagong,25-34,Occasional,2024-05-17
C06895,Dhaka,25-34,Regular,2024-04-01
C06896,Dhaka,18-24,High Value,2024-07-05
C06897,Khulna,25-34,Occasional,2025-10-13
C06898,Dhaka,25-34,Regular,2024-02-25
C06899,Chittagong,25-34,Regular,2025-09-16
C06900,Chittagong,35-44,Occasional,2024-10-27
C06901,Sylhet,35-44,Regular,2024-03-19
C06902,Chittagong,45-54,Occasional,2025-08-26
C06903,Chittagong,18-24,Regular,2024-12-22
C06904,Dhaka,25-34,High Value,2024-10-18
C06905,Dhaka,45-54,Regular,2024-08-03
C06906,Dhaka,25-34,Regular,2025-05-14
C06907,Rajshahi,18-24,Regular,2025-06-14
C06908,Khulna,25-34,Regular,2024-05-23
C06909,Chittagong,35-44,Occasional,2025-10-27
C06910,Dhaka,25-34,Regular,2024-04-08
C06911,Chittagong,25-34,Regular,2025-08-19
C06912,Chittagong,35-44,Occasional,2024-05-02
C06913,Dhaka,35-44,High Value,2025-03-22
C06914,Sylhet,45-54,Occasional,2024-08-20
C06915,Rajshahi,25-34,High Value,2024-08-25
C06916,Dhaka,25-34,Regular,2024-10-25
C06917,Chittagong,25-34,Regular,2024-11-10
C06918,Khulna,25-34,Occasional,2025-05-15
C06919,Dhaka,35-44,Regular,2025-01-25
C06920,Dhaka,45-54,Regular,2025-08-07
C06921,Dhaka,25-34,Regular,2025-09-17
C06922,Sylhet,35-44,Occasional,2024-12-31
C06923,Dhaka,18-24,Regular,2024-07-11
C06924,Dhaka,18-24,Occasional,2024-03-18
C06925,Dhaka,25-34,Regular,2025-10-19
C06926,Dhaka,25-34,Regular,2025-09-18
C06927,Dhaka,45-54,High Value,2025-08-08
C06928,Dhaka,25-34,Regular,2025-04-12
C06929,Dhaka,25-34,High Value,2024-07-15
C06930,Dhaka,25-34,High Value,2024-06-12
C06931,Dhaka,25-34,Occasional,2025-10-18
C06932,Dhaka,35-44,Occasional,2024-11-22
C06933,Dhaka,25-34,Regular,2024-01-21
C06934,Sylhet,25-34,Regular,2025-09-02
C06935,Rajshahi,25-34,Occasional,2025-06-05
C06936,Dhaka,18-24,Occasional,2024-08-23
C06937,Chittagong,25-34,Occasional,2025-01-08
C06938,Khulna,18-24,Occasional,2024-10-03
C06939,Sylhet,25-34,High Value,2024-02-13
C06940,Dhaka,45-54,Occasional,2024-01-15
C06941,Dhaka,55+,Regular,2024-07-17
C06942,Dhaka,35-44,Occasional,2025-04-27
C06943,Sylhet,25-34,Regular,2025-09-22
C06944,Dhaka,55+,Regular,2024-06-17
C06945,Khulna,18-24,Regular,2025-08-02
C06946,Dhaka,35-44,Occasional,2025-07-05
C06947,Dhaka,45-54,Occasional,2025-08-07
C06948,Dhaka,35-44,Regular,2025-06-19
C06949,Dhaka,35-44,High Value,2024-09-16
C06950,Dhaka,25-34,Occasional,2024-06-16
C06951,Chittagong,18-24,Regular,2025-07-23
C06952,Dhaka,35-44,High Value,2025-08-24
C06953,Dhaka,25-34,Occasional,2025-01-29
C06954,Dhaka,45-54,Regular,2025-03-07
C06955,Dhaka,45-54,Occasional,2024-05-02
C06956,Chittagong,25-34,High Value,2024-11-09
C06957,Dhaka,25-34,Regular,2025-04-18
C06958,Chittagong,18-24,Regular,2024-12-26
C06959,Sylhet,18-24,Regular,2024-05-13
C06960,Chittagong,55+,Occasional,2025-09-16
C06961,Dhaka,25-34,Occasional,2024-02-13
C06962,Dhaka,25-34,Regular,2024-03-20
C06963,Dhaka,25-34,Regular,2025-08-29
C06964,Dhaka,18-24,High Value,2025-01-16
C06965,Khulna,25-34,Regular,2024-02-20
C06966,Dhaka,45-54,Regular,2024-11-28
C06967,Dhaka,35-44,Occasional,2024-12-31
C06968,Dhaka,18-24,High Value,2024-01-29
C06969,Dhaka,25-34,Regular,2025-04-21
C06970,Dhaka,25-34,Regular,2024-04-20
C06971,Dhaka,18-24,High Value,2025-02-10
C06972,Dhaka,35-44,Occasional,2024-08-27
C06973,Dhaka,18-24,Regular,2025-08-21
C06974,Dhaka,35-44,Regular,2024-12-01
C06975,Chittagong,35-44,Regular,2024-08-04
C06976,Dhaka,18-24,Regular,2025-06-25
C06977,Dhaka,25-34,Regular,2025-04-19
C06978,Dhaka,35-44,Occasional,2025-03-20
C06979,Dhaka,18-24,High Value,2024-07-11
C06980,Dhaka,18-24,Occasional,2024-12-24
C06981,Rajshahi,18-24,Regular,2024-10-04
C06982,Dhaka,18-24,High Value,2024-04-22
C06983,Dhaka,18-24,Occasional,2025-09-23
C06984,Khulna,55+,Occasional,2025-04-13
C06985,Khulna,25-34,Regular,2025-05-16
C06986,Dhaka,25-34,Occasional,2024-08-13
C06987,Dhaka,18-24,Regular,2025-01-09
C06988,Sylhet,35-44,Occasional,2024-08-10
C06989,Dhaka,25-34,Regular,2024-07-07
C06990,Dhaka,25-34,Regular,2025-03-03
C06991,Dhaka,35-44,Occasional,2024-01-08
C06992,Chittagong,35-44,Occasional,2025-01-03
C06993,Chittagong,18-24,Regular,2024-12-18
C06994,Sylhet,25-34,High Value,2024-10-04
C06995,Sylhet,25-34,Regular,2024-05-02
C06996,Dhaka,18-24,Occasional,2025-10-15
C06997,Dhaka,35-44,Regular,2025-01-31
C06998,Dhaka,25-34,Occasional,2025-03-09
C06999,Chittagong,25-34,Occasional,2024-07-05
C07000,Sylhet,25-34,Regular,2025-10-08
C07001,Dhaka,35-44,Regular,2025-10-26
C07002,Dhaka,18-24,Regular,2025-01-13
C07003,Dhaka,25-34,High Value,2025-04-23
C07004,Dhaka,25-34,Occasional,2025-07-01
C07005,Chittagong,25-34,Occasional,2025-04-26
C07006,Dhaka,18-24,Regular,2025-08-05
C07007,Chittagong,25-34,Occasional,2024-02-27
C07008,Dhaka,18-24,Regular,2024-01-16
C07009,Chittagong,18-24,High Value,2025-09-17
C07010,Dhaka,25-34,Regular,2025-09-16
C07011,Chittagong,18-24,Occasional,2024-02-13
C07012,Dhaka,25-34,Occasional,2025-02-14
C07013,Dhaka,25-34,Regular,2025-09-13
C07014,Dhaka,25-34,Regular,2024-10-14
C07015,Dhaka,18-24,Occasional,2024-03-29
C07016,Dhaka,25-34,Occasional,2024-12-10
C07017,Khulna,18-24,Regular,2024-06-19
C07018,Chittagong,35-44,High Value,2025-07-09
C07019,Chittagong,25-34,Regular,2025-03-16
C07020,Rajshahi,25-34,Occasional,2024-11-18
C07021,Sylhet,55+,Regular,2024-01-06
C07022,Dhaka,45-54,Occasional,2025-10-22
C07023,Dhaka,18-24,Regular,2025-10-09
C07024,Sylhet,25-34,Occasional,2024-03-05
C07025,Sylhet,18-24,Regular,2024-08-12
C07026,Dhaka,18-24,Occasional,2025-09-12
C07027,Dhaka,18-24,Occasional,2024-05-03
C07028,Chittagong,18-24,Regular,2024-01-01
C07029,Dhaka,25-34,Occasional,2024-07-28
C07030,Dhaka,45-54,Regular,2024-02-11
C07031,Chittagong,35-44,Regular,2024-07-29
C07032,Dhaka,18-24,Occasional,2024-08-02
C07033,Dhaka,35-44,Occasional,2025-07-06
C07034,Khulna,18-24,Regular,2024-08-23
C07035,Dhaka,25-34,Occasional,2024-07-07
C07036,Chittagong,25-34,Regular,2024-09-11
C07037,Rajshahi,55+,Regular,2025-09-23
C07038,Dhaka,55+,Regular,2025-01-09
C07039,Chittagong,35-44,Occasional,2025-06-29
C07040,Chittagong,55+,Occasional,2025-01-19
C07041,Dhaka,25-34,Regular,2025-10-20
C07042,Rajshahi,35-44,Regular,2024-09-15
C07043,Dhaka,25-34,Regular,2025-10-12
C07044,Dhaka,25-34,Occasional,2024-07-21
C07045,Dhaka,35-44,Occasional,2025-05-29
C07046,Dhaka,35-44,Occasional,2025-08-29
C07047,Dhaka,35-44,Occasional,2024-03-23
C07048,Dhaka,35-44,Occasional,2024-03-25
C07049,Dhaka,25-34,High Value,2025-09-04
C07050,Dhaka,55+,Occasional,2024-01-17
C07051,Dhaka,25-34,Regular,2024-09-13
C07052,Dhaka,25-34,Regular,2024-11-07
C07053,Dhaka,35-44,Occasional,2024-09-10
C07054,Dhaka,35-44,Occasional,2024-03-11
C07055,Rajshahi,18-24,Regular,2024-04-16
C07056,Rajshahi,35-44,Regular,2025-08-04
C07057,Chittagong,18-24,High Value,2025-02-22
C07058,Dhaka,18-24,Occasional,2024-09-12
C07059,Dhaka,25-34,Regular,2025-05-26
C07060,Chittagong,18-24,Regular,2025-01-31
C07061,Dhaka,55+,Regular,2024-02-03
C07062,Dhaka,25-34,Occasional,2025-03-13
C07063,Dhaka,18-24,Regular,2024-01-05
C07064,Dhaka,25-34,Occasional,2024-12-07
C07065,Dhaka,25-34,Regular,2024-07-24
C07066,Dhaka,25-34,Occasional,2025-06-05
C07067,Dhaka,25-34,Regular,2024-12-29
C07068,Chittagong,25-34,Regular,2024-08-31
C07069,Sylhet,35-44,High Value,2024-09-07
C07070,Chittagong,25-34,Occasional,2024-03-03
C07071,Sylhet,25-34,Occasional,2024-03-27
C07072,Dhaka,18-24,Occasional,2024-12-14
C07073,Dhaka,18-24,Occasional,2024-08-08
C07074,Dhaka,25-34,Regular,2025-02-15
C07075,Rajshahi,25-34,Regular,2024-02-05
C07076,Dhaka,25-34,Occasional,2025-04-14
C07077,Chittagong,18-24,Regular,2025-08-13
C07078,Dhaka,18-24,High Value,2024-06-08
C07079,Chittagong,35-44,Regular,2024-03-27
C07080,Dhaka,18-24,Regular,2024-10-09
C07081,Dhaka,18-24,Regular,2025-10-05
C07082,Khulna,35-44,Occasional,2024-02-12
C07083,Chittagong,18-24,Occasional,2025-06-17
C07084,Dhaka,25-34,Occasional,2024-07-26
C07085,Chittagong,25-34,Regular,2025-08-23
C07086,Chittagong,25-34,Regular,2025-10-30
C07087,Dhaka,25-34,Regular,2024-05-08
C07088,Dhaka,18-24,Regular,2025-02-17
C07089,Dhaka,18-24,Regular,2025-03-10
C07090,Dhaka,25-34,High Value,2025-05-26
C07091,Dhaka,25-34,Regular,2025-05-19
C07092,Dhaka,25-34,Regular,2025-07-11
C07093,Dhaka,45-54,Regular,2024-09-18
C07094,Rajshahi,25-34,High Value,2024-09-04
C07095,Dhaka,25-34,Regular,2024-02-29
C07096,Dhaka,55+,Occasional,2024-11-11
C07097,Khulna,25-34,Occasional,2024-11-04
C07098,Chittagong,25-34,High Value,2024-02-12
C07099,Dhaka,55+,Regular,2024-10-18
C07100,Dhaka,18-24,Regular,2024-02-17
C07101,Dhaka,35-44,High Value,2024-10-06
C07102,Dhaka,45-54,Regular,2024-01-16
C07103,Dhaka,25-34,Occasional,2025-03-10
C07104,Dhaka,18-24,Occasional,2025-05-19
C07105,Dhaka,18-24,Regular,2025-10-14
C07106,Dhaka,45-54,Occasional,2024-04-01
C07107,Khulna,25-34,Regular,2024-12-05
C07108,Dhaka,25-34,Occasional,2024-07-06
C07109,Chittagong,35-44,Occasional,2024-06-28
C07110,Chittagong,18-24,Regular,2024-02-18
C07111,Sylhet,35-44,Regular,2025-07-09
C07112,Chittagong,25-34,Occasional,2025-10-24
C07113,Dhaka,18-24,Regular,2024-08-02
C07114,Sylhet,18-24,Regular,2024-10-16
C07115,Dhaka,25-34,Occasional,2025-04-19
C07116,Chittagong,45-54,Regular,2025-08-03
C07117,Dhaka,18-24,High Value,2024-01-12
C07118,Chittagong,25-34,Occasional,2024-05-04
C07119,Dhaka,25-34,High Value,2024-05-26
C07120,Khulna,18-24,Occasional,2025-05-04
C07121,Rajshahi,18-24,Regular,2025-04-29
C07122,Khulna,45-54,Regular,2024-09-12
C07123,Dhaka,25-34,High Value,2025-08-24
C07124,Dhaka,25-34,Regular,2024-01-19
C07125,Dhaka,25-34,High Value,2025-08-31
C07126,Dhaka,25-34,High Value,2024-05-22
C07127,Chittagong,55+,High Value,2024-10-07
C07128,Sylhet,45-54,Regular,2024-03-31
C07129,Dhaka,25-34,Occasional,2024-03-12
C07130,Dhaka,25-34,Occasional,2025-08-13
C07131,Dhaka,35-44,Regular,2024-04-04
C07132,Sylhet,35-44,Occasional,2024-04-03
C07133,Chittagong,18-24,Regular,2024-01-20
C07134,Dhaka,25-34,High Value,2024-04-08
C07135,Chittagong,35-44,Regular,2025-01-17
C07136,Rajshahi,55+,Occasional,2025-07-24
C07137,Dhaka,25-34,Occasional,2025-04-13
C07138,Dhaka,35-44,Regular,2024-04-29
C07139,Chittagong,18-24,Regular,2025-08-24
C07140,Dhaka,45-54,Regular,2024-07-25
C07141,Dhaka,35-44,High Value,2024-06-06
C07142,Rajshahi,25-34,Occasional,2024-05-18
C07143,Dhaka,25-34,Regular,2024-02-09
C07144,Dhaka,35-44,High Value,2024-12-06
C07145,Dhaka,35-44,Regular,2024-04-05
C07146,Dhaka,35-44,High Value,2025-04-23
C07147,Chittagong,25-34,High Value,2025-09-24
C07148,Dhaka,25-34,Regular,2025-03-25
C07149,Dhaka,25-34,Regular,2024-11-28
C07150,Chittagong,18-24,Occasional,2024-08-25
C07151,Khulna,35-44,Occasional,2025-04-08
C07152,Dhaka,45-54,Occasional,2025-03-04
C07153,Dhaka,35-44,Regular,2025-03-29
C07154,Dhaka,25-34,Regular,2025-06-28
C07155,Chittagong,55+,Regular,2025-02-18
C07156,Dhaka,25-34,Occasional,2024-11-15
C07157,Dhaka,25-34,High Value,2024-02-06
C07158,Dhaka,18-24,Regular,2025-10-02
C07159,Sylhet,35-44,Regular,2025-02-11
C07160,Dhaka,25-34,High Value,2024-10-27
C07161,Dhaka,18-24,Occasional,2025-07-18
C07162,Dhaka,18-24,High Value,2024-01-05
C07163,Dhaka,35-44,Occasional,2025-02-28
C07164,Rajshahi,25-34,Regular,2024-08-23
C07165,Sylhet,25-34,High Value,2024-10-28
C07166,Dhaka,25-34,Regular,2025-07-23
C07167,Dhaka,25-34,Regular,2024-11-17
C07168,Dhaka,55+,Regular,2025-01-12
C07169,Dhaka,25-34,Occasional,2025-02-12
C07170,Dhaka,18-24,High Value,2025-10-25
C07171,Dhaka,18-24,Occasional,2025-09-11
C07172,Dhaka,25-34,High Value,2025-01-23
C07173,Chittagong,25-34,Occasional,2025-02-10
C07174,Dhaka,18-24,Regular,2025-03-13
C07175,Chittagong,35-44,Occasional,2025-10-06
C07176,Sylhet,25-34,Occasional,2025-02-13
C07177,Chittagong,25-34,High Value,2025-05-20
C07178,Dhaka,45-54,High Value,2024-10-27
C07179,Dhaka,45-54,Occasional,2024-11-05
C07180,Dhaka,45-54,Occasional,2024-02-19
C07181,Dhaka,25-34,Occasional,2024-08-30
C07182,Dhaka,18-24,Regular,2025-06-05
C07183,Dhaka,45-54,Regular,2024-11-24
C07184,Dhaka,25-34,Regular,2024-04-14
C07185,Dhaka,25-34,Occasional,2025-04-18
C07186,Khulna,25-34,High Value,2024-06-17
C07187,Dhaka,25-34,Regular,2024-07-24
C07188,Dhaka,25-34,Regular,2025-10-22
C07189,Chittagong,18-24,Occasional,2025-02-16
C07190,Dhaka,18-24,Occasional,2025-09-28
C07191,Dhaka,45-54,Regular,2024-07-10
C07192,Dhaka,35-44,Regular,2025-02-22
C07193,Chittagong,45-54,High Value,2025-05-07
C07194,Dhaka,18-24,Occasional,2024-02-24
C07195,Dhaka,18-24,Regular,2025-06-30
C07196,Chittagong,25-34,Occasional,2024-09-05
